SubtitleIndex,OriginalWPM,OriginalCPM,OriginalRowCount,OriginalCharactersPerRow,TranslationWPM,TranslationCPM,TranslationRowCount,TranslationCharactersPerRow,isOriginalWPMGood,isOriginalCPSGood,isOriginalRowCountGood,isOriginalCharacterCountGood,isTranslationWPMGood,isTranslationCPSGood,isTranslationRowCountGood,isTranslationCharacterCountGood,isOriginalGoodWPM,isTranslationGoodWPM,isOriginalGoodCPS,isTranslationGoodCPS
613,201.342,15.82,1,33,230.105,24.449,2,51,False,True,True,True,False,False,True,True,False,False,True,False
614,252.419,20.614,2,49,252.419,20.614,2,49,False,False,True,True,False,False,True,True,False,False,False,False
615,234.949,20.558,2,42,176.211,20.069,2,41,False,False,True,True,False,False,True,True,False,False,False,False
616,159.84,14.985,2,45,139.86,14.652,2,44,True,True,True,True,True,True,True,True,True,True,True,True
617,188.302,15.692,2,55,102.71,12.839,2,45,False,True,True,True,True,True,True,True,False,True,True,True
618,130.797,10.305,2,52,95.125,7.333,1,37,True,True,True,True,True,True,True,True,True,True,True,True
619,232.64,17.272,2,49,190.342,15.157,2,43,False,False,True,True,False,True,True,True,False,False,False,True
620,191.795,18.114,1,34,223.761,18.647,1,35,False,False,True,True,False,False,True,True,False,False,False,False
621,141.077,11.521,2,49,141.077,12.227,2,52,True,True,True,True,True,True,True,True,True,True,True,True
622,149.254,11.307,2,50,108.548,11.759,2,52,True,True,True,True,True,True,True,True,True,True,True,True
623,56.417,4.701,1,10,28.209,2.351,1,5,True,True,True,True,True,True,True,True,True,True,True,True
624,137.931,11.166,1,34,118.227,14.122,2,43,True,True,True,True,True,True,True,True,True,True,True,True
625,215.827,16.187,1,27,179.856,14.388,1,24,False,True,True,True,False,True,True,True,False,False,True,True
626,186.501,15.32,2,69,133.215,12.211,2,55,False,True,True,False,True,True,True,True,False,True,False,True
627,211.566,19.041,1,27,169.252,15.515,1,22,False,False,True,True,False,True,True,True,False,False,False,True
628,186.8,16.189,2,52,112.08,11.208,1,36,False,True,True,True,True,True,True,True,False,True,True,True
629,258.993,21.103,2,44,172.662,20.624,2,43,False,False,True,True,False,False,True,True,False,False,False,False
630,283.13,22.808,2,58,141.565,17.302,2,44,False,False,True,True,True,False,True,True,False,True,False,False
631,247.376,21.739,2,58,202.399,19.865,2,53,False,False,True,True,False,False,True,True,False,False,False,False
632,208.333,17.361,1,30,277.778,25.463,2,44,False,False,True,True,False,False,True,True,False,False,False,False
633,221.266,19.668,1,32,110.633,11.063,1,18,False,False,True,True,True,True,True,True,False,True,False,True
634,224.551,14.97,1,20,179.641,19.461,1,26,False,True,True,True,False,False,True,True,False,False,True,False
635,302.648,21.017,2,50,277.427,25.221,2,60,False,False,True,True,False,False,True,True,False,False,False,False
636,259.332,21.218,2,54,282.908,23.183,2,59,False,False,True,True,False,False,True,True,False,False,False,False
637,120.0,10.0,1,10,120.0,9.0,1,9,True,True,True,True,True,True,True,True,True,True,True,True
638,92.879,7.74,1,10,92.879,9.288,1,12,True,True,True,True,True,True,True,True,True,True,True,True
639,106.477,8.873,1,10,106.477,10.648,1,12,True,True,True,True,True,True,True,True,True,True,True,True
640,246.575,17.123,1,25,123.288,15.068,1,22,False,False,True,True,True,True,True,True,False,True,False,True
641,73.755,7.99,2,13,73.755,7.99,2,13,True,True,True,True,True,True,True,True,True,True,True,True
642,205.656,14.567,1,17,154.242,17.138,1,20,False,True,True,True,False,False,True,True,False,False,True,False
643,164.496,11.652,1,17,123.372,13.708,1,20,True,True,True,True,True,True,True,True,True,True,True,True
644,55.351,5.535,1,6,55.351,6.458,1,7,True,True,True,True,True,True,True,True,True,True,True,True
645,251.799,19.185,1,32,251.799,26.978,2,45,False,False,True,True,False,False,True,True,False,False,False,False
646,179.91,14.243,1,19,134.933,12.744,1,17,True,True,True,True,True,True,True,True,True,True,True,True
647,60.0,5.0,1,5,60.0,8.0,1,8,True,True,True,True,True,True,True,True,True,True,True,True
648,97.561,7.724,1,19,73.171,6.504,1,16,True,True,True,True,True,True,True,True,True,True,True,True
